leaf1	leaf2	leaf3
AT4G26510	26.5623	28.9669	29.1039
AT4G26520	29.9694	30.6306	33.2886
AT4G26530	574.799	501.935	546.921
AT4G26540	11.8464	12.0427	13.3811
AT4G26542	32.8735	34.8671	37.1233
AT4G26550	8.75443	8.92866	9.40356
AT4G26555	55.1837	51.0976	56.7827
AT4G26560	0	0.0319125	0
AT4G26570	35.8785	38.2864	33.9839
AT4G26580	0.390561	0.470559	0.564965
AT4G26582	0.37294	0.303973	0.522903
AT4G26590	1.69158	1.76521	1.62544
AT4G26600	3.16816	3.61846	3.83179
AT4G26610	19.3967	19.8406	19.2641
AT4G26620	17.6722	19.0637	16.8331
AT4G26630	38.5131	35.7048	34.0501
AT4G26640	14.0697	15.9848	15.0361
AT4G26650	13.5962	16.1291	15.5806
AT4G26660	2.16978	2.26216	2.14086
AT4G26670	47.5125	44.7607	44.2515
AT4G26675	0	0	0
AT4G26680	0.931721	1.34292	1.35309
AT4G26690	48.7823	51.7945	47.431
AT4G26700	24.1339	28.1929	30.9525
AT4G26701	0	0	0
AT4G26710	215.209	200.247	218.832
AT4G26720	15.8987	16.8528	16.8209
AT4G26730	0.146163	0.13315	0
AT4G26740	0	0	0
AT4G26750	12.0732	11.5435	9.51643
AT4G26760	10.2469	11.3155	10.4654
AT4G26770	0.00996677	0	0
AT4G26780	5.97943	7.3621	7.52682
AT4G26790	5.8636	8.36046	9.539
AT4G26795	0.607353	0.64307	0.993341
AT4G26800	0.430112	0.613277	0.581215
AT4G26810	6.39205	6.62849	6.96373
AT4G26820	0	0	0.0289792
AT4G26830	0.58147	0.45554	0.516348
AT4G26840	117.595	121.423	119.721
AT4G26850	129.731	128.203	142.192
AT4G26860	55.1196	53.2085	59.9103
AT4G26870	32.6688	31.8987	30.1308
AT4G26880	0	0	0
AT4G26890	0.359543	0.317295	0.41018
AT4G26900	15.6808	19.5916	18.5368
AT4G26910	28.408	29.3261	23.44
AT4G26920	0	0	0
AT4G26930	0.0158899	0.0144751	0.0156781
AT4G26940	21.7659	24.5711	20.7142
AT4G26950	0.792134	1.07475	0.741529
AT4G26960	5.5635	5.06814	4.73925
AT4G26965	5.93341	7.07718	7.06456
AT4G26970	41.3893	42.8689	37.508
AT4G26980	4.82407	5.81176	5.35313
AT4G26990	3.28768	3.38788	3.1682
AT4G27000	87.1017	87.1262	82.8259
AT4G27010	0.856311	1.0779	0.933116
AT4G27020	9.41649	10.603	9.49457
AT4G27030	16.0492	18.8481	16.4597
AT4G27040	24.6111	25.0884	25.7055
AT4G27050	7.44867	7.5593	7.83105
AT4G27052	0	0	0
AT4G27060	10.7874	11.8784	11.4904
AT4G27070	4.49251	4.2278	3.89229
AT4G27080	23.544	27.1952	24.9808
AT4G27090	550.608	631.857	594.278
AT4G27100	5.49757	5.83999	6.08206
AT4G27110	0	0	0
AT4G27120	12.5072	12.8184	13.3405
AT4G27130	110.63	111.339	97.7662
AT4G27140	0	0	0
AT4G27150	0	0	0
AT4G27160	0	0	0
AT4G27170	0	0	0
AT4G27180	15.5289	15.4949	13.5478
AT4G27190	0	0	0.00548008
AT4G27200	0	0	0
AT4G27210	0	0	0
AT4G27220	0.0179557	0.032714	0.0354328
AT4G27230	90.1117	83.6206	80.9096
AT4G27240	6.11406	6.63519	6.28437
AT4G27250	0.0909896	0.110694	0.13619
AT4G27260	41.6908	40.7647	26.7652
AT4G27270	10.4069	10.0254	9.08734
AT4G27280	82.6645	65.5099	65.8318
AT4G27290	0.121122	0.0843761	0.0843586
AT4G27300	13.475	14.5675	9.55439
AT4G27310	67.8203	59.9785	69.7529
AT4G27320	59.1899	54.1493	51.4133
AT4G27330	0.0143514	0.0130736	0
AT4G27340	5.39971	7.21541	6.60672
AT4G27350	6.11761	5.31237	5.45598
AT4G27360	0.526766	1.00335	0.708743
AT4G27370	0.816911	1.03575	1.3198
AT4G27380	21.7831	26.9218	24.3214
AT4G27390	23.665	24.7156	27.1949
AT4G27395	0	0	0
AT4G27400	0	0	0
AT4G27410	44.5035	37.3216	38.0258
AT4G27415	0	0	0
AT4G27420	0	0	0
AT4G27430	32.9544	31.8915	32.0278
AT4G27435	5.9574	6.37871	7.23783
AT4G27440	1206.72	1342.06	1237.38
AT4G27450	131.789	115.438	125.486
AT4G27460	1.44306	1.38165	1.29307
AT4G27470	26.3855	22.385	22.1364
AT4G27480	0.961209	0.915381	0.722176
AT4G27490	7.30265	8.17772	8.16071
AT4G27500	60.737	65.1008	58.0443
AT4G27510	0.403131	0.478735	0.404861
AT4G27520	143.218	154.866	140.278
AT4G27530	0.0937179	0.0426868	0.0924688
AT4G27540	7.00887	7.54269	7.79332
AT4G27550	0.0068808	0.0188045	0.00678909
AT4G27560	13.6815	16.2309	13.6189
AT4G27570	0.537496	0.669506	0.508686
AT4G27580	0.107551	0	0.0265294
AT4G27585	11.9316	14.0714	12.9651
AT4G27590	0.692863	0.638452	1.23019
AT4G27595	2.88569	2.67488	2.40599
AT4G27597	0	0	0
AT4G27600	72.4297	81.5035	75.2404
AT4G27610	8.907	10.1632	10.3065
AT4G27620	11.3329	12.9967	11.7326
AT4G27630	3.20758	3.98776	4.35014
AT4G27640	19.9162	23.0274	20.7294
AT4G27650	11.6752	12.9576	12.9914
AT4G27652	7.46843	9.63088	8.66083
AT4G27654	3.35774	4.07837	2.81604
AT4G27657	7.63905	9.85843	7.99403
AT4G27660	1.08905	1.40737	1.27444
AT4G27670	0	0	0.0413377
AT4G27680	12.8549	14.306	14.8404
AT4G27690	9.47732	11.4962	11.357
AT4G27700	201.583	213.323	235.17
AT4G27710	28.4958	30.1272	30.9519
AT4G27720	38.0508	40.1772	36.399
AT4G27730	4.29405	4.50295	3.38945
AT4G27740	36.8666	32.4843	39.2614
AT4G27745	14.3176	14.2413	13.8213
AT4G27750	20.4849	20.6644	20.1768
AT4G27760	21.7313	22.4476	22.7193
AT4G27765	0	0	0
AT4G27780	8.0395	7.69767	7.03222
AT4G27790	0.017081	0.0311203	0
AT4G27800	146.768	140.58	154.24
AT4G27810	0.264683	0.241116	0.28727
AT4G27820	15.3543	18.0555	17.7515
AT4G27830	14.0195	16.9986	14.4438
AT4G27840	10.4114	11.9194	14.0319
AT4G27850	0.0801002	0.109452	0.0592744
AT4G27852	0.309812	0.403181	0.469441
AT4G27860	6.04875	5.73139	6.35081
AT4G27870	33.8842	32.8644	33.851
AT4G27875	0	0	0
AT4G27880	14.5999	14.2309	15.3093
AT4G27885	0	0	0
AT4G27890	0	0	0
AT4G27900	15.0742	13.4533	12.6627
AT4G27910	2.84828	3.28719	3.46297
AT4G27920	0.040842	0	0
AT4G27930	0	0	0
AT4G27940	4.27898	4.19218	3.82365
AT4G27950	4.61483	5.181	5.34702
AT4G27960	145.387	135.777	138.835
AT4G27970	0.572179	0.429251	0.298881
AT4G27980	0.00906167	0.0412742	0.0447045
AT4G27990	58.4861	55.0788	50.6283
AT4G28000	0.00668497	0.00608976	0
AT4G28005	0.437169	0.199122	0.539177
AT4G28010	0.847296	1.02399	1.05894
AT4G28020	2.88273	2.73006	2.25292
AT4G28025	85.7401	85.0897	100.247
AT4G28030	99.6713	91.2143	96.8059
AT4G28040	7.68479	9.09262	7.59584
AT4G28050	30.5706	31.2743	32.2812
AT4G28060	95.9038	90.8336	86.6309
AT4G28068	0	0	0
AT4G28070	3.31607	3.33024	3.2385
AT4G28080	75.7729	97.7873	84.8868
AT4G28085	9.58208	7.42768	7.2715
AT4G28088	0	0	0
AT4G28090	0	0	0
AT4G28100	15.1548	15.4705	13.7742
AT4G28110	0.0196537	0	0.0387834
AT4G28130	0	0	0
AT4G28140	1.30151	1.2132	1.26923
AT4G28150	3.45759	3.65113	3.53883
AT4G28160	0.320194	0.408358	0.410704
AT4G28162	3.43069	3.56472	4.12543
AT4G28170	0.283419	0.20081	0.186428
AT4G28180	12.0371	10.3995	9.5309
AT4G28181	0	0	0
AT4G28190	7.36347	7.73691	7.965
AT4G28200	10.8631	12.0542	11.2378
AT4G28210	22.4632	26.6826	23.4118
AT4G28220	14.3879	15.9234	14.4007
AT4G28230	3.87519	4.40478	4.42845
AT4G28240	87.7113	77.5039	73.8055
AT4G28250	21.2111	32.493	23.8522
AT4G28260	29.9378	31.1686	29.0964
AT4G28270	24.6256	25.1697	23.1745
AT4G28280	0.171614	0.0628061	0.370452
AT4G28290	20.2929	20.5264	26.3429
AT4G28300	43.7066	41.1604	39.2877
AT4G28310	7.42965	10.1992	9.59599
AT4G28320	2.65865	2.70465	2.76612
AT4G28330	1.90932	2.30726	1.99921
AT4G28340	0.0669019	0.0152363	0.0330051
AT4G28350	4.00797	3.34752	2.50945
AT4G28360	20.5372	23.1334	21.4316
AT4G28362	0	0	0
AT4G28365	0.0215088	0	0
AT4G28370	3.90548	4.03386	3.68288
AT4G28380	0.584278	0.532255	0.623233
AT4G28390	5.19288	3.91957	3.81835
AT4G28395	0	0	0
AT4G28397	0	0	0
AT4G28400	20.8512	20.2201	17.8904
AT4G28405	1.59465	1.68204	1.36637
AT4G28410	0	0	0.0103901
AT4G28420	0.0791862	0.0136775	0.0334796
AT4G28430	0.990007	1.3687	1.09173
AT4G28440	42.302	44.8194	41.7997
AT4G28450	7.91693	8.96314	8.46643
AT4G28460	0.135583	0.164682	0
AT4G28470	16.7886	17.923	16.4227
AT4G28480	17.1414	17.5455	15.8391
AT4G28485	0.122199	0.0371062	0.0401901
AT4G28490	6.07405	6.51427	4.43399
AT4G28500	0.746976	0.615038	0.765367
AT4G28510	15.145	16.2907	15.1747
AT4G28520	0	0	0
AT4G28530	0.133412	0.145401	0.167535
AT4G28540	16.5856	19.4223	16.7345
AT4G28550	2.67934	2.86486	2.41908
AT4G28556	0.115098	0.12815	0.164036
AT4G28560	0.413777	0.352617	0.566299
AT4G28564	0	0	0
AT4G28570	7.27322	8.23135	8.01321
AT4G28580	0	0	0.0141203
AT4G28590	4.53849	5.83591	6.17543
AT4G28600	11.2363	12.4419	12.783
AT4G28610	28.038	31.8403	33.5525
AT4G28620	0	0	0.00821443
AT4G28630	5.23727	6.4667	6.68345
AT4G28640	7.87438	8.209	8.63962
AT4G28650	1.1831	1.2013	1.16733
AT4G28652	5.74446	6.26137	6.00628
AT4G28660	158.419	183.912	175.582
AT4G28670	0.0182971	0.025002	0.00902661
AT4G28680	1.58083	2.34648	1.57811
AT4G28690	1.8866	1.91963	2.02473
AT4G28700	1.07564	0.894662	0.830585
AT4G28703	24.6829	17.6699	19.1826
AT4G28706	27.4166	28.376	27.967
AT4G28710	6.6856	6.47596	5.81461
AT4G28720	3.52285	2.93384	3.52732
AT4G28730	29.2607	29.3042	38.3822
AT4G28740	22.9591	25.75	26.8829
AT4G28750	4271.5	3515.78	4308.16
AT4G28760	15.2931	18.0737	17.449
AT4G28770	40.7924	40.8505	41.1716
AT4G28775	0.0386696	0.0704531	0.0763083
AT4G28780	61.4887	67.9178	57.2566
AT4G28790	0.0397981	0.120853	0.0955814
AT4G28800	0.013525	0.0123208	0
AT4G28811	0.00855876	0.00779671	0.0168894
AT4G28815	0	0.0389134	0.0632211
AT4G28820	4.50579	5.59791	5.47063
AT4G28830	14.3285	13.9706	14.0247
AT4G28840	0.0282302	0.1543	0.0835617
AT4G28850	0	0	0
AT4G28860	28.1138	27.7543	28.8942
AT4G28870	0	0	0
AT4G28880	43.7321	43.4406	42.6277
AT4G28890	0.0767317	0.0815497	0.113564
AT4G28900	1.60917	1.715	1.47358
AT4G28910	29.5467	30.7075	29.2528
AT4G28915	0	0	0
AT4G28920	0	0	0
AT4G28930	0	0	0
AT4G28940	0.168728	0.217748	0.0416197
AT4G28950	1.41191	2.33473	1.89279
AT4G28960	0	0	0
AT4G28970	0	0	0
AT4G28980	19.2067	19.7748	19.6721
AT4G28990	6.5233	5.9931	4.94896
AT4G29000	4.25641	4.73601	4.47566
AT4G29010	67.4572	71.251	70.4202
AT4G29020	223.224	223.41	201.794
AT4G29030	83.7635	106.019	79.0258
AT4G29033	0	0	0
AT4G29035	0	0	0
AT4G29040	66.7146	69.9254	64.3113
AT4G29050	4.51553	4.65394	3.89436
AT4G29060	123.778	165.864	138.166
AT4G29070	30.3299	30.2353	36.6477
AT4G29080	17.1785	18.2263	16.1214
AT4G29090	0	0	0
AT4G29100	13.6613	14.232	12.9504
AT4G29103	0	0	0
AT4G29110	6.13503	6.07127	5.48712
AT4G29120	26.3575	27.0225	26.522
AT4G29130	24.7353	26.7416	24.8523
AT4G29140	6.86881	6.44637	5.77006
AT4G29150	0.943705	0.74028	0.38797
AT4G29160	66.3935	65.1652	62.6736
AT4G29170	1.4794	2.12361	2.14722
AT4G29180	0.0223466	0.020357	0.0385854
AT4G29190	128.279	123.694	102.896
AT4G29200	0	0	0
AT4G29210	11.1244	13.724	11.9675
AT4G29220	33.4369	35.5251	36.7109
AT4G29230	0.592758	0.680375	0.608251
AT4G29240	5.68478	5.74972	6.05983
AT4G29250	0	0	0
AT4G29260	32.6192	30.9365	31.2914
AT4G29270	4.36617	6.69881	5.07063
AT4G29273	0	0	0
AT4G29276	0	0	0
AT4G29280	0	0	0
AT4G29281	0	0	0
AT4G29283	0	0	0
AT4G29285	0	0	0
AT4G29290	0	0	0
AT4G29300	0	0	0
AT4G29305	0	0	0
AT4G29310	17.9874	17.8956	16.5911
AT4G29330	24.6812	25.0172	22.8852
AT4G29340	0.0306686	0	0
AT4G29350	523.529	478.215	549.042
AT4G29360	7.94513	9.22545	7.80118
AT4G29370	0	0.0299799	0.0324715
AT4G29380	8.64594	9.41004	7.93057
AT4G29390	159.183	187.88	186.101
AT4G29400	5.92183	9.03136	8.25556
AT4G29410	114.557	136.661	114.507
AT4G29415	0	0	0
AT4G29420	3.75261	3.74266	3.55364
AT4G29430	16.7043	16.6114	17.1055
AT4G29440	5.31649	5.68862	5.28637
AT4G29450	0	0	0
AT4G29460	0	0	0
AT4G29470	0.0634537	0.077072	0.0626079
AT4G29480	71.2138	78.3816	72.5425
AT4G29490	16.7199	17.5511	17.0276
AT4G29510	18.3532	22.4633	20.0159
AT4G29520	9.11367	11.3346	11.4156
AT4G29530	3.62636	3.96417	4.07497
AT4G29540	3.33657	2.91627	2.96401
AT4G29548	0	0	0
AT4G29550	0.0892113	0.243805	0.234726
AT4G29560	0.939745	1.00759	1.13236
AT4G29570	0.0174321	0	0.0171997
AT4G29580	0.013525	0	0.0219006
AT4G29590	29.537	28.2573	30.0148
AT4G29600	0.0854334	0	0.0842947
AT4G29610	10.3701	9.40542	10.3662
AT4G29620	0	0	0
AT4G29630	0	0	0
AT4G29640	0	0.0334399	0
AT4G29650	0.0837612	0.101738	0.0550965
AT4G29654	0	0	0
AT4G29658	0	0	0
AT4G29660	12.4265	13.7305	12.7566
AT4G29670	72.6351	73.1178	73.0492
AT4G29680	12.5862	13.8402	12.3434
AT4G29690	0.190028	0.295303	0.242641
AT4G29700	11.0917	12.7293	11.8439
AT4G29710	1.029	1.44213	1.64008
AT4G29720	16.5042	18.9013	19.0517
AT4G29730	4.1715	4.52219	3.86171
AT4G29735	75.264	65.1972	66.6805
AT4G29740	7.56127	6.50045	7.09992
AT4G29750	12.9106	14.8702	14.1783
AT4G29760	0.0481758	0.0438864	0
AT4G29770	0.0832589	0.121355	0.131441
AT4G29780	20.1962	22.1942	21.6964
AT4G29790	6.21376	6.92099	6.48036
AT4G29800	0.130878	0.155226	0.121587
AT4G29810	35.3537	36.228	33.3553
AT4G29820	8.64433	10.3311	9.95823
AT4G29830	18.7601	18.7153	18.0114
AT4G29840	42.6052	48.406	41.9265
AT4G29850	0.406171	0.630681	0.700328
AT4G29860	3.56198	3.61389	3.30811
AT4G29870	53.4733	48.1138	46.441
AT4G29880	0.117078	0.182835	0.313548
AT4G29890	10.4497	9.33192	11.6039
AT4G29900	20.4376	20.6026	18.5286
AT4G29905	363.417	319.668	462.227
AT4G29910	4.42345	5.25951	5.02179
AT4G29920	0.611802	0.933771	0.794273
AT4G29930	0.0766403	0.177342	0.128053
AT4G29940	3.64625	3.81571	3.38945
AT4G29950	19.2906	20.9831	21.9529
AT4G29960	22.2677	22.7923	21.71
AT4G29970	0	0	0
AT4G29980	0	0	0
AT4G29990	0.615611	0.761084	0.660433
AT4G30000	4.09017	4.32318	4.24346
AT4G30010	191.943	193.585	186.286
AT4G30020	30.6198	36.8677	34.8718
AT4G30030	0	0	0
AT4G30040	0	0	0
AT4G30050	0	0	0
AT4G30060	6.50244	6.76083	7.08758
AT4G30064	0	0	0
AT4G30067	0	0	0
AT4G30070	0	0	0
AT4G30072	0	0	0
AT4G30074	0	0	0
AT4G30080	8.24118	9.35678	8.85272
AT4G30090	1.0306	1.16545	0.829853
AT4G30097	119.769	126.462	120.858
AT4G30100	16.0873	17.7065	15.741
AT4G30110	3.3675	3.93893	3.81423
AT4G30120	0.0440228	0.0668386	0.0651541
AT4G30130	0.844186	1.05362	0.898519
AT4G30140	15.5668	21.7713	16.9271
AT4G30150	1.5687	2.03654	1.55776
AT4G30160	17.4103	20.0263	19.3653
AT4G30170	0.491099	0.978628	0.136281
AT4G30180	6.45462	6.43203	8.25226
AT4G30190	113.695	113.836	93.8053
AT4G30200	24.0224	29.2414	28.3808
AT4G30210	73.2655	71.3823	63.7144
AT4G30220	109.472	107.827	123.641
AT4G30230	1.08575	1.16456	0.950325
AT4G30240	10.1243	11.7932	12.399
AT4G30250	1.54841	1.74001	1.89577
AT4G30260	43.1222	42.9689	38.9193
AT4G30270	221.569	217.578	183.32
AT4G30280	13.7236	10.5617	7.65028
AT4G30290	18.7636	15.7746	11.7515
AT4G30300	0.0453286	0.0412927	0
AT4G30310	40.966	41.9626	39.1866
AT4G30320	0.110307	0	0
AT4G30330	18.0989	22.9375	27.4734
AT4G30340	13.781	16.6471	15.9004
AT4G30350	9.99215	11.5424	9.94855
AT4G30360	8.37969	8.80842	8.72733
AT4G30370	1.61244	1.538	1.31019
AT4G30380	0	0	0
AT4G30390	13.8863	14.3009	13.7275
AT4G30400	8.58761	11.1069	11.7745
AT4G30410	15.1465	17.089	18.6108
AT4G30420	0	0.0152363	0
AT4G30430	0.3004	0.197639	0.246997
AT4G30440	107.531	98.7717	96.9012
AT4G30450	7.984	5.8185	8.66534
AT4G30460	5.54663	4.80353	5.32545
AT4G30470	14.9695	21.2813	19.2512
AT4G30480	16.0114	17.4261	16.6164
AT4G30490	8.71502	10.5721	9.1623
AT4G30500	4.66425	6.01072	5.97709
AT4G30510	6.21513	6.69072	5.95783
AT4G30520	2.86893	3.82847	2.96091
AT4G30530	114.688	117.103	126.011
AT4G30540	0.0536811	0.0489014	0
AT4G30550	33.4008	28.5504	32.4517
AT4G30560	2.40659	2.55932	2.68129
AT4G30570	1.60942	2.25032	1.86493
AT4G30580	40.842	44.9834	48.0953
AT4G30590	0	0	0
AT4G30600	50.3863	57.6102	49.6143
AT4G30610	9.42943	13.0711	10.7972
AT4G30620	37.207	42.887	46.6882
AT4G30630	5.46312	6.6356	7.40002
AT4G30640	0.372472	0.199593	0.129708
AT4G30650	244.777	218.192	192.676
AT4G30660	375.949	301.714	344.448
AT4G30662	11.482	8.72327	10.1647
AT4G30670	1.46573	1.26495	1.33202
AT4G30680	8.39475	8.84154	8.55517
AT4G30690	96.7048	91.1259	106.716
AT4G30700	1.03593	1.14806	1.03515
AT4G30710	7.30808	7.78915	7.74316
AT4G30720	17.0707	22.2337	19.3617
AT4G30730	8.0273	9.87838	5.97497
AT4G30740	8.4367	7.31061	5.68485
AT4G30750	22.1789	23.3412	21.135
AT4G30760	83.2403	75.0445	76.9316
AT4G30770	0	0.0135977	0
AT4G30780	9.97887	11.2581	10.3847
AT4G30790	10.8625	11.8115	10.8456
AT4G30800	8.3608	11.0063	9.03616
AT4G30810	22.9828	27.109	23.4875
AT4G30820	8.55307	8.40224	8.95689
AT4G30825	6.62279	9.42986	8.54837
AT4G30830	0.357878	0.445552	0.188324
AT4G30840	4.77607	5.27071	5.25097
AT4G30845	6.61645	7.84768	9.85811
AT4G30850	7.76649	6.90461	6.7663
AT4G30860	2.14043	3.18985	2.72504
AT4G30870	1.32139	1.58073	1.19632
AT4G30872	0	0	0
AT4G30880	0.129486	0	0.12776
AT4G30890	18.2688	21.4411	18.4483
AT4G30900	10.3895	9.92806	8.97135
AT4G30910	17.0047	13.4641	13.0948
AT4G30920	60.3838	64.4504	57.3416
AT4G30930	11.1154	11.2273	11.7321
AT4G30935	4.46956	5.45478	5.27511
AT4G30940	3.09752	3.08477	3.49654
AT4G30950	219.964	253.114	234.712
AT4G30960	159.699	201.515	183.919
AT4G30970	0	0	0
AT4G30972	0	0	0
AT4G30975	0.633958	0.866269	0.909831
AT4G30980	1.19648	1.34881	1.21004
AT4G30990	3.13776	3.83013	3.15944
AT4G30993	36.746	37.238	41.807
AT4G30996	49.4251	44.5092	46.577
AT4G31000	4.12597	4.87044	4.24119
AT4G31010	7.41732	7.78648	7.45545
AT4G31020	0.644276	0.986145	0.883749
AT4G31030	4.2211e-06	7.88125e-06	4.60129
AT4G31040	38.3759	46.263	46.0158
AT4G31050	8.9314	10.9854	13.037
AT4G31060	3.67628	4.16227	4.40455
AT4G31070	0.34596	0.621795	0.470507
AT4G31075	0	0	0
AT4G31080	32.7509	32.4398	32.1035
AT4G31100	0.163264	0.285557	0.148201
AT4G31110	0.210146	0.239294	0.161989
AT4G31115	15.4228	15.7303	18.4146
AT4G31120	12.3092	13.2821	12.5246
AT4G31130	26.9291	28.6037	24.7883
AT4G31136	0	0	0
AT4G31140	13.7085	13.1188	13.5752
AT4G31150	6.03888	6.86317	6.89912
AT4G31160	5.5818	6.79941	5.9331
AT4G31170	33.3981	36.4273	37.4845
AT4G31180	42.8427	47.946	44.4139
AT4G31190	2.16725	1.56297	1.69287
AT4G31196	0	0	0
AT4G31200	5.58445	6.46985	5.22936
AT4G31210	5.44789	7.63324	6.15238
AT4G31230	0.141875	0.0676988	0.0866569
AT4G31240	2.2742	3.33317	2.65456
AT4G31248	3.56942	4.22138	4.55162
AT4G31250	0.298385	0.205521	0.222601
AT4G31260	0	0	0
AT4G31265	0	0	0
AT4G31270	4.64602	4.43998	5.17225
AT4G31280	0	0	0
AT4G31290	97.3636	82.6268	104.419
AT4G31300	91.1337	87.4549	84.102
AT4G31310	30.464	31.3458	34.5071
AT4G31320	0.0423135	0.038546	0
AT4G31330	1.25906	2.04814	1.88116
AT4G31340	61.3937	65.3975	59.8122
AT4G31350	10.7131	12.017	12.7446
AT4G31351	4.63055	4.82086	5.22152
AT4G31354	2.64603	1.20522	1.30538
AT4G31355	5.58527	5.08798	5.51083
AT4G31360	6.57581	7.90289	6.97673
AT4G31370	0.130043	0.186158	0.109979
AT4G31380	8.90994	8.07825	6.87915
AT4G31390	15.5144	18.9931	16.4327
AT4G31398	0.993496	0.867328	0.93941
AT4G31400	2.15794	2.10086	2.35672
AT4G31408	0	0.291215	0.315417
AT4G31410	13.1783	14.293	13.9761
AT4G31420	19.7365	19.5327	17.893
AT4G31430	15.7441	16.4021	14.508
AT4G31440	3.57564	3.94459	4.04586
AT4G31441	45.0709	93.8467	76.2346
AT4G31450	12.7461	13.2826	15.5876
AT4G31460	13.0842	14.9285	13.7566
AT4G31470	0.568999	0.438593	0.604601
AT4G31480	41.1918	49.1563	43.2852
AT4G31490	29.5454	33.4267	28.0425
AT4G31500	123.385	128.229	103.958
AT4G31510	27.5892	29.4446	27.4021
AT4G31520	0.145571	0.154711	0.119692
AT4G31530	73.9705	74.9936	80.7442
AT4G31540	4.88089	6.17657	5.75008
AT4G31550	71.1927	63.419	56.979
AT4G31560	86.4231	90.504	93.8432
AT4G31570	4.68031	4.73267	4.10805
AT4G31580	42.1922	45.65	39.9101
AT4G31590	18.1966	20.7802	19.3957
AT4G31600	5.78372	6.39196	6.36068
AT4G31610	0.0682405	0.0777057	0.0589146
AT4G31615	0.182504	0.188422	0.180071
AT4G31620	0.992485	0.999745	0.932177
AT4G31630	0.0114807	0	0.0113277
AT4G31640	0.0519993	0.0789491	0.0513063
AT4G31650	7.06498	8.20609	6.69861
AT4G31660	0	0	0
AT4G31670	5.15079	5.96526	5.37368
AT4G31680	0.116365	0.0588911	0.0765425
AT4G31690	0.0129734	0.0354548	0.0384013
AT4G31695	0	0	0
AT4G31700	240.55	322.806	276.031
AT4G31710	0	0.0055904	0
AT4G31720	55.833	53.5653	53.3433
AT4G31730	2.10654	2.57547	3.14504
AT4G31740	0.199043	0.181321	0.0981952
AT4G31750	8.79645	10.0392	10.1993
AT4G31760	0.338949	0.195013	0.140813
AT4G31770	4.75322	5.87233	5.69632
AT4G31780	47.8548	54.0355	53.2801
AT4G31790	7.70233	9.76943	9.04697
AT4G31800	10.042	7.62989	6.32946
AT4G31805	3.16272	3.45734	3.0956
AT4G31810	5.98753	7.1171	6.40186
AT4G31820	29.8195	37.0564	39.4345
AT4G31830	0.0911987	0.0830787	0.134975
AT4G31840	28.2092	34.6968	31.7678
AT4G31850	12.3407	15.0631	14.2664
AT4G31860	19.8076	20.9179	18.815
AT4G31870	3.46974	4.96697	4.95183
AT4G31875	4.82361	5.1631	3.88678
AT4G31877	4.66634	4.14351	3.16244
AT4G31880	14.2377	16.0358	13.5448
AT4G31890	4.02556	4.51132	4.22192
AT4G31895	0	0	0
AT4G31900	0.00448965	0	0
AT4G31910	1.11147	1.24843	1.01148
AT4G31920	6.71793	6.64062	5.82369
AT4G31930	4.30618	5.19995	5.75562
AT4G31940	0	0.0172574	0
AT4G31950	0.056096	0.0102203	0.0553483
AT4G31960	0.0327755	0	0.0323386
AT4G31970	0.515325	0.0612316	0.0552671
AT4G31980	4.40413	4.22436	4.28793
AT4G31985	444.673	518.798	523.483
AT4G31990	68.7418	83.5314	77.0566
AT4G32000	6.20931	6.25606	6.7364
AT4G32010	7.19601	8.46726	7.33122
AT4G32020	311.106	301.602	308.213
AT4G32030	37.863	34.5912	36.2295
AT4G32040	24.4739	24.5788	22.6656
AT4G32050	5.48067	5.62051	5.17286
AT4G32060	112.332	107.823	116.132
AT4G32070	8.25	10.0427	9.17224
AT4G32080	0.0681763	0.0828082	0
AT4G32090	0	0	0
AT4G32100	0	0	0
AT4G32105	0	0	0
AT4G32110	0.0462907	0	0
AT4G32120	8.8991	9.23456	9.28163
AT4G32130	27.3216	28.0064	27.7199
AT4G32140	14.982	14.0809	12.5584
AT4G32150	135.344	115.144	115.067
AT4G32160	7.82962	9.3894	9.25539
AT4G32170	0	0	0
AT4G32175	9.9817	10.7691	9.32672
AT4G32180	17.0437	18.951	18.0202
AT4G32190	15.7787	15.5894	16.2055
AT4G32200	2.07744	2.0544	2.01687
AT4G32205	0.364651	0.147637	0.439744
AT4G32208	4.59153	5.1703	5.41123
AT4G32210	53.3924	58.3628	51.3619
AT4G32212	0.117935	0.0716231	0.124121
AT4G32215	0	0	0
AT4G32220	0.401278	0.421788	0.426386
AT4G32230	0	0	0
AT4G32240	50.3425	48.7824	56.0378
AT4G32250	11.5737	12.963	12.114
AT4G32260	991.151	881.049	951.952
AT4G32265	0	0	0
AT4G32270	15.843	14.3887	13.8558
AT4G32272	5.57078	6.72561	7.52281
AT4G32280	37.0809	33.1016	42.8067
AT4G32285	49.3468	47.8004	44.6256
AT4G32290	12.1012	10.3294	9.47203
AT4G32295	4.96257	5.03527	5.43894
AT4G32300	13.7896	14.3577	12.4987
AT4G32320	18.4976	20.2347	18.2361
AT4G32330	46.0742	45.3417	45.1987
AT4G32340	142.523	125.85	144.255
AT4G32342	0.0551537	0.150729	0.0544186
AT4G32350	4.79576	4.31143	4.74426
AT4G32360	3.54841	4.64463	4.88034
AT4G32370	0	0	0
AT4G32375	0	0	0
AT4G32378	0	0	0
AT4G32380	0	0	0.0333707
AT4G32390	39.8496	43.5597	40.0888
